"fyear","act","at","bkvlps","ceq","csho","dltt","emp","lct","ni","oibdp","rdip","sale","xad","xsga","prcc_f","busdesc","conml","gsubind","sic"
"1080",2011,1209.4,2328.6,11.6333,1344.6,115.582,250,72.77,581,488.3,946.3,0,6630.5,13.8,1596.2,84.8,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1081",2012,1473.5,2752,7.4239,1667.3,224.584,257,81.92,676.2,619.3,1095.5,0,7394.5,13.5,1732.6,39.99,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1082",2013,1378.5,2771.9,5.6248,1170.7,208.132,757,87.4,686.3,596.7,1161,0,7840.3,14.9,1819.5,50.52,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1083",2014,1994.6,3567,8.6784,1785,205.683,757,90,861.6,599.2,1274.7,0,8602.2,18.1,1965.3,71.1,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1084",2015,3935.9,15901.2,18.7553,4406.9,234.968,7238.4,167.8,2095.4,282.4,1732.9,0,15498.4,32.5,3554.4,81.32,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1085",2016,3938,15701.6,22.8237,5389.5,236.136,6169.7,176.8,2105.9,896.2,2342.3,0,20719.2,60.1,4689.9,77.19,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1086",2017,4576.3,16332.8,30.2634,7182.3,237.326,4762.1,176.1,2859.1,1714.3,2641.4,0,22245.5,106.3,4991.7,115,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1087",2018,4293.3,13501.2,23.7015,5642.9,238.082,4265.3,182.1,2095.7,-1590.8,2408.6,0,22823.3,99.9,5094.6,96.83,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1088",2019,4269.4,19574.6,26.422,6254.8,236.727,8501.7,193.1,3546.5,827,2234.7,0,23610.8,102.9,5394.6,87.07,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
"1089",2015,149.668,164.973,NA,-81.934,66.565,NA,NA,50.389,-46.965,-43.981,0,340.803,31.1,121.513,NA,"Blue Apron Holdings, Inc. operates direct-to-consumer platform that delivers original recipes, and fresh and seasonal ingredients. It also operates Blue Apron Market, an e-commerce market that provides cooking tools, utensils, pantry items, and other products.","Blue Apron Holdings Inc",25502020,5961
"1090",2016,138.098,273.407,NA,-133.4,67.095,44.967,NA,114.738,-54.886,-46.586,0,795.416,103.4,309.32,NA,"Blue Apron Holdings, Inc. operates direct-to-consumer platform that delivers original recipes, and fresh and seasonal ingredients. It also operates Blue Apron Market, an e-commerce market that provides cooking tools, utensils, pantry items, and other products.","Blue Apron Holdings Inc",25502020,5961
"1091",2017,282.749,517.709,1.1696,223.85,191.385,195.349,NA,90.709,-210.143,-149.209,0,881.191,115.7,402.436,4.03,"Blue Apron Holdings, Inc. operates direct-to-consumer platform that delivers original recipes, and fresh and seasonal ingredients. It also operates Blue Apron Market, an e-commerce market that provides cooking tools, utensils, pantry items, and other products.","Blue Apron Holdings Inc",25502020,5961
"1092",2018,142.002,354.899,0.614,119.302,194.312,154.514,2.343,67.539,-122.149,-77.691,0,667.6,97.2,311.795,1.02,"Blue Apron Holdings, Inc. operates direct-to-consumer platform that delivers original recipes, and fresh and seasonal ingredients. It also operates Blue Apron Market, an e-commerce market that provides cooking tools, utensils, pantry items, and other products.","Blue Apron Holdings Inc",25502020,5961
"1093",2019,77.749,266.065,5.127,67.999,13.263,125.211,1.612,60.458,-61.081,-17.325,0,454.868,41.4,193.058,6.58,"Blue Apron Holdings, Inc. operates direct-to-consumer platform that delivers original recipes, and fresh and seasonal ingredients. It also operates Blue Apron Market, an e-commerce market that provides cooking tools, utensils, pantry items, and other products.","Blue Apron Holdings Inc",25502020,5961
"1094",2020,86.074,215.335,3.582,63.975,17.86,64.731,2.045,75.092,-46.154,-9.494,0,460.608,45.1,187.178,5.59,"Blue Apron Holdings, Inc. operates direct-to-consumer platform that delivers original recipes, and fresh and seasonal ingredients. It also operates Blue Apron Market, an e-commerce market that provides cooking tools, utensils, pantry items, and other products.","Blue Apron Holdings Inc",25502020,5961
"1095",2011,310.543,393.24,9.2386,110.826,11.996,8.985,3.078,265.266,3.132,19.244,0,1455.219,7.4,181.288,6.28,"PCM, Inc., through its subsidiaries, operates as a multi-vendor provider of technology products and solutions in the United States and the rest of Europe. The company operates through four segments: Commercial, Public Sector, Canada, and United Kingdom.","PCM Inc",45203030,5961
"1096",2012,294.809,377.956,10.0747,116.111,11.525,10.96,2.892,239.417,5.094,28.376,0,1420.859,7.5,179.508,6.21,"PCM, Inc., through its subsidiaries, operates as a multi-vendor provider of technology products and solutions in the United States and the rest of Europe. The company operates through four segments: Commercial, Public Sector, Canada, and United Kingdom.","PCM Inc",45203030,5961
"1097",2013,340.507,434.822,10.6659,125.762,11.791,13.742,2.92,282.912,8.129,30.346,0,1424.199,8.1,178.19,10.27,"PCM, Inc., through its subsidiaries, operates as a multi-vendor provider of technology products and solutions in the United States and the rest of Europe. The company operates through four segments: Commercial, Public Sector, Canada, and United Kingdom.","PCM Inc",45203030,5961
"1098",2014,279.067,389.19,10.867,133.316,12.268,22.415,2.708,215.642,5.465,26.352,0,1356.362,4.3,176.362,9.52,"PCM, Inc., through its subsidiaries, operates as a multi-vendor provider of technology products and solutions in the United States and the rest of Europe. The company operates through four segments: Commercial, Public Sector, Canada, and United Kingdom.","PCM Inc",45203030,5961
"1099",2015,435.697,600.173,9.1914,109.515,11.915,21.454,3.739,444.862,-18.258,18.084,0,1661.948,4.4,218.46,9.93,"PCM, Inc., through its subsidiaries, operates as a multi-vendor provider of technology products and solutions in the United States and the rest of Europe. The company operates through four segments: Commercial, Public Sector, Canada, and United Kingdom.","PCM Inc",45203030,5961
"1100",2016,472.64,632.956,10.7354,128.471,11.967,19.45,3.645,474.658,17.593,52.758,0,2250.587,4.2,281.827,22.5,"PCM, Inc., through its subsidiaries, operates as a multi-vendor provider of technology products and solutions in the United States and the rest of Europe. The company operates through four segments: Commercial, Public Sector, Canada, and United Kingdom.","PCM Inc",45203030,5961
"1101",2017,561.575,740.252,10.8341,127.626,11.78,34.194,4.162,569.294,3.091,35.356,0,2193.436,5.3,304.547,9.9,"PCM, Inc., through its subsidiaries, operates as a multi-vendor provider of technology products and solutions in the United States and the rest of Europe. The company operates through four segments: Commercial, Public Sector, Canada, and United Kingdom.","PCM Inc",45203030,5961
"1102",2018,539.671,720.95,12.5497,152.893,12.183,31.602,4.04,520.073,22.773,56.432,0,2163.96,4,300.95,17.61,"PCM, Inc., through its subsidiaries, operates as a multi-vendor provider of technology products and solutions in the United States and the rest of Europe. The company operates through four segments: Commercial, Public Sector, Canada, and United Kingdom.","PCM Inc",45203030,5961
"1103",2017,500.205,1212.622,NA,-1481.445,112.74,1850.654,NA,495.458,-71.709,146.243,0,2373.695,NA,861.761,NA,"Chinos Holdings, Inc. designs, manufactures, markets, and sells women's, men's, and children's apparel and accessories in the United States, Canada, the United Kingdom, and Hong Kong.","Chinos Holdings Inc",25504010,5600
"1104",2018,564.856,1223.937,NA,-1569.749,113.545,1766.919,3.04,680.217,-67.778,73.304,0,2483.994,NA,857.624,NA,"Chinos Holdings, Inc. designs, manufactures, markets, and sells women's, men's, and children's apparel and accessories in the United States, Canada, the United Kingdom, and Hong Kong.","Chinos Holdings Inc",25504010,5600
"1105",2010,718.6,964.7,-2.1329,-153.7,72.063,1.2,16.4,836.3,-299,-208.4,0,2274.9,35,660.2,0.73,"On January 12, 2012, Borders Group, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. Borders Group, Inc., through its subsidiaries, engages in the operation of book, music, and movie superstores, as well as mall-based bookstores.","Borders Group Inc",25504040,5940
"1106",2015,118.863,218.004,NA,62.283,NA,45,NA,78.916,-163.784,34.462,0,440.722,NA,152.149,NA,"Torrid Inc. operates as a branded omni-channel retailer of apparel, intimates, and accessories for 25- to 40-year-old woman. It designs, develops, and merchandises tops, bottoms, denim, dresses, swimwear, and shoes under the Torrid brand name.","Torrid Inc",25504010,5621
"1107",2016,123.186,265.786,NA,96.908,NA,15.209,NA,112.798,-29.097,12.969,0,640.172,NA,255.556,NA,"Torrid Inc. operates as a branded omni-channel retailer of apparel, intimates, and accessories for 25- to 40-year-old woman. It designs, develops, and merchandises tops, bottoms, denim, dresses, swimwear, and shoes under the Torrid brand name.","Torrid Inc",25504010,5621
"1108",2015,121.594,151.77,-14.8115,-117.674,15,0,0.738,102.73,-34.271,-30.985,0,269.093,23.086,66.206,NA,"Secoo Holding Limited, through its subsidiaries, operates an integrated online and offline shopping platform in the People's Republic of China, Hong Kong, and internationally.","Secoo Holding Ltd",25502020,5961
"1109",2016,145.245,150.629,-19.6836,-208.871,15,0,0.544,106.501,-6.403,-2.282,0,373.588,16.371,61.843,NA,"Secoo Holding Limited, through its subsidiaries, operates an integrated online and offline shopping platform in the People's Republic of China, Hong Kong, and internationally.","Secoo Holding Ltd",25502020,5961
"1110",2017,325.999,359.299,3.9004,197.203,50.56,19.108,0.829,141.86,20.603,16.634,0,574.897,17.084,79.493,9.66,"Secoo Holding Limited, through its subsidiaries, operates an integrated online and offline shopping platform in the People's Republic of China, Hong Kong, and internationally.","Secoo Holding Ltd",25502020,5961
"1111",2018,527.295,551.326,4.2867,215.382,50.244,167.431,1.329,162.35,22.076,34.532,0,783.325,27.843,107.659,9.07,"Secoo Holding Limited, through its subsidiaries, operates an integrated online and offline shopping platform in the People's Republic of China, Hong Kong, and internationally.","Secoo Holding Ltd",25502020,5961
"1112",2019,649.361,717.678,4.6433,233.299,50.244,190.87,1.01,277.041,22.268,34.739,0,983.136,26.389,140.812,5.89,"Secoo Holding Limited, through its subsidiaries, operates an integrated online and offline shopping platform in the People's Republic of China, Hong Kong, and internationally.","Secoo Holding Ltd",25502020,5961
"1113",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Vision Holdings, Inc., through its subsidiaries, operates as an optical retailer primarily in the United States. The company operates in two segments, Owned & Host and Legacy.","National Vision Holdings Inc",25504040,5990
"1114",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Vision Holdings, Inc., through its subsidiaries, operates as an optical retailer primarily in the United States. The company operates in two segments, Owned & Host and Legacy.","National Vision Holdings Inc",25504040,5990
"1115",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Vision Holdings, Inc., through its subsidiaries, operates as an optical retailer primarily in the United States. The company operates in two segments, Owned & Host and Legacy.","National Vision Holdings Inc",25504040,5990
"1116",2015,127.795,1475.595,6.8861,386.23,56.088,740.777,NA,168.319,3.617,94.922,0,1062.528,77,476.506,NA,"National Vision Holdings, Inc., through its subsidiaries, operates as an optical retailer primarily in the United States. The company operates in two segments, Owned & Host and Legacy.","National Vision Holdings Inc",25504040,5990
"1117",2016,147.259,1531.117,7.1508,401.887,56.202,738.34,NA,199.683,14.758,123.388,0,1196.195,85.4,528.026,NA,"National Vision Holdings, Inc., through its subsidiaries, operates as an optical retailer primarily in the United States. The company operates in two segments, Owned & Host and Legacy.","National Vision Holdings Inc",25504040,5990
